Date;Hour;P;Test
04/02/2015;16;483;4,6
04/02/2015;17;478,3;4,1
04/02/2015;18;435,2;3,65
04/02/2015;19;309,3;3,475
04/02/2015;20;218,4;3,55
04/02/2015;21;181,2;3,675
04/02/2015;22;165,3;3,775
04/02/2015;23;156,2;3,675
05/02/2015;0;154,7;3,775
05/02/2015;1;155,4;3,8
05/02/2015;2;154,5;3,8
05/02/2015;3;153,1;4
05/02/2015;4;157,9;3,975
05/02/2015;5;181,4;3,875
05/02/2015;6;233,7;3,575
05/02/2015;7;328,2;3,625
05/02/2015;8;463,3;3,15
05/02/2015;9;538;2,825
05/02/2015;10;587,7;2,525
05/02/2015;11;568,8;1,8
05/02/2015;12;612,4;1,15
05/02/2015;13;628,2;0,875
05/02/2015;14;606,6;0,8
05/02/2015;15;575,3;0,725
05/02/2015;16;504,3;0,775
05/02/2015;17;464,1;0,6
05/02/2015;18;422,4;0,775
05/02/2015;19;305,9;0,975
05/02/2015;20;231,6;0,975
05/02/2015;21;197,6;0,9
05/02/2015;22;181,3;0,875
05/02/2015;23;230,7;1,375
06/02/2015;0;230,5;2,075
06/02/2015;1;230,5;2,275
06/02/2015;2;229,7;2,3
06/02/2015;3;189,9;2,2
06/02/2015;4;166,6;2,275
06/02/2015;5;187,4;2,05
06/02/2015;6;308,1;1,8
06/02/2015;7;344,5;2,25
06/02/2015;8;476,1;3,025
06/02/2015;9;564,2;2,85
06/02/2015;10;571;3,025
06/02/2015;11;589,3;3,275
06/02/2015;12;615,8;3,025
06/02/2015;13;626,4;3,275
06/02/2015;14;615,2;3,625
06/02/2015;15;552,6;4,5
06/02/2015;16;484,8;4,225
06/02/2015;17;456;3,675
06/02/2015;18;398,7;3,375
06/02/2015;19;286,8;2,8
06/02/2015;20;219,4;2,525
06/02/2015;21;225,7;2,55
06/02/2015;22;233,6;2,825
06/02/2015;23;223,7;2,925
07/02/2015;0;220,5;2,35
07/02/2015;1;225,2;2,625
07/02/2015;2;226,1;2,575
07/02/2015;3;186,7;2,825
07/02/2015;4;163,5;2,95
07/02/2015;5;176,6;3,075
07/02/2015;6;212,4;3,2
07/02/2015;7;229,1;3,4
07/02/2015;8;267,3;3,625
07/02/2015;9;281,2;3,45
07/02/2015;10;292,5;3,075
07/02/2015;11;294,7;2,65
07/02/2015;12;272,9;3,05
07/02/2015;13;230,7;3,925
07/02/2015;14;176,1;4,3
07/02/2015;15;162,8;4,525
07/02/2015;16;180,9;4,2
07/02/2015;17;210,4;3,975
07/02/2015;18;225;3,825
07/02/2015;19;219,1;3,325
07/02/2015;20;221,4;3,25
07/02/2015;21;221,4;3,1
07/02/2015;22;222,6;2,425
07/02/2015;23;225,4;1,825
08/02/2015;0;223,6;1,05
08/02/2015;1;225;0,625
08/02/2015;2;222,8;0,525
08/02/2015;3;223,2;0,35
08/02/2015;4;221,9;0,425
08/02/2015;5;221,7;0,45
08/02/2015;6;222;-0,2
08/02/2015;7;223,2;-1,125
08/02/2015;8;211,3;-1,55
08/02/2015;9;204,5;-1,25
08/02/2015;10;207,2;-0,925
08/02/2015;11;206,4;-0,1
08/02/2015;12;207,3;1,55
08/02/2015;13;205,8;3,45
08/02/2015;14;209;4,95
08/02/2015;15;208,2;7,875
08/02/2015;16;207,6;8,425
08/02/2015;17;217,1;7,125
08/02/2015;18;233,8;6,05
08/02/2015;19;229,8;6,05
08/02/2015;20;229,3;5,8
08/02/2015;21;225,5;6,025
08/02/2015;22;226,2;6,45
08/02/2015;23;222,6;5,425
09/02/2015;0;221,1;3,95
09/02/2015;1;218,6;3,975
09/02/2015;2;206,3;3,375
09/02/2015;3;156,9;2,725
09/02/2015;4;160,8;2,95
09/02/2015;5;205;2,325
09/02/2015;6;301,5;1,675
09/02/2015;7;364,7;1,5
09/02/2015;8;483,9;2
09/02/2015;9;543,1;3,225
09/02/2015;10;534,9;4,6
09/02/2015;11;551,5;6,225
09/02/2015;12;592,9;7,425
09/02/2015;13;626,7;8,75
09/02/2015;14;582;8,875
09/02/2015;15;538,1;9,3
09/02/2015;16;472,9;9,025
09/02/2015;17;454,9;8,4
09/02/2015;18;456,6;7,5
09/02/2015;19;321;6,9
09/02/2015;20;226,6;6,325
09/02/2015;21;201,3;6,075
09/02/2015;22;233,7;5,9
09/02/2015;23;216,7;5,2
10/02/2015;0;212,1;4,25
10/02/2015;1;211,1;4,275
10/02/2015;2;212;3,325
10/02/2015;3;204,2;2,75
10/02/2015;4;171;3,125
10/02/2015;5;197,1;3,4
10/02/2015;6;287;3,025
10/02/2015;7;339,6;1,775
10/02/2015;8;482,4;2,9
10/02/2015;9;537,7;5,55
10/02/2015;10;541,3;8,85
10/02/2015;11;548,2;10,5
10/02/2015;12;584,5;11,375
10/02/2015;13;622,5;13,4
10/02/2015;14;592,1;14,15
10/02/2015;15;545,1;15,325
10/02/2015;16;466,3;14,25
10/02/2015;17;454,9;13,275
10/02/2015;18;437,4;11,625
10/02/2015;19;306,3;10,675
10/02/2015;20;217,1;9,55
10/02/2015;21;189,6;8,625
10/02/2015;22;175;8,05
10/02/2015;23;191,3;7,25
11/02/2015;0;215,8;5,725
11/02/2015;1;214;4,375
11/02/2015;2;214,5;3,875
11/02/2015;3;216,4;3,725
11/02/2015;4;197,8;3,625
11/02/2015;5;190,4;3,225
11/02/2015;6;289,6;3,075
11/02/2015;7;345,6;3,075
11/02/2015;8;458,3;3,95
11/02/2015;9;526;5,5
11/02/2015;10;531,5;6,825
11/02/2015;11;552,5;7,8
11/02/2015;12;581,6;8,725
11/02/2015;13;598,4;9,95
11/02/2015;14;570,9;11,575
11/02/2015;15;516,4;12,175
11/02/2015;16;448,6;11,95
11/02/2015;17;427,8;11,05
11/02/2015;18;428,3;10,15
11/02/2015;19;304,4;9,45
11/02/2015;20;212,2;8,75
11/02/2015;21;193,8;8,125
11/02/2015;22;183,1;7,075
11/02/2015;23;177;6,775
12/02/2015;0;212,6;5,975
12/02/2015;1;210,2;5,675
12/02/2015;2;204,1;5,3
12/02/2015;3;208,4;5,05
12/02/2015;4;208,6;4,325
12/02/2015;5;191,6;3,925
12/02/2015;6;280,7;3,2
12/02/2015;7;338,9;3,35
12/02/2015;8;458,1;4
12/02/2015;9;525,6;5,275
12/02/2015;10;560,2;6,225
12/02/2015;11;557,8;7,625
12/02/2015;12;603,3;8,925
12/02/2015;13;604,6;10,2
12/02/2015;14;566;10,925
12/02/2015;15;528,1;11,7
12/02/2015;16;455,7;11,525
12/02/2015;17;448,7;10,725
12/02/2015;18;443,2;9,6
12/02/2015;19;316,9;8,4
12/02/2015;20;228;7,4
12/02/2015;21;192,5;6,475
12/02/2015;22;177,5;5,675
12/02/2015;23;163,4;5,125
13/02/2015;0;204,4;4,725
13/02/2015;1;210,2;4,25
13/02/2015;2;210,2;3,975
13/02/2015;3;210,8;3,65
13/02/2015;4;192,3;3,825
13/02/2015;5;191;3,9
13/02/2015;6;297,1;4,25
13/02/2015;7;347;4,5
13/02/2015;8;501,1;5,025
13/02/2015;9;555,8;5,275
13/02/2015;10;580,6;5,6
13/02/2015;11;598,4;5,725
13/02/2015;12;656,2;6,1
13/02/2015;13;649,7;6,25
13/02/2015;14;621,6;6,25
13/02/2015;15;585,3;6,325
13/02/2015;16;499,3;6,325
13/02/2015;17;460,4;6,05
13/02/2015;18;399,8;6,25
13/02/2015;19;279,6;6,125
13/02/2015;20;200,8;5,975
13/02/2015;21;188,5;6,35
13/02/2015;22;206,3;6,375
13/02/2015;23;210,3;5,9
14/02/2015;0;204,2;5,5
14/02/2015;1;211,4;5,225
14/02/2015;2;213,2;5,175
14/02/2015;3;213,9;5,225
14/02/2015;4;187,8;5,175
14/02/2015;5;178,8;5,1
14/02/2015;6;216;4,875
14/02/2015;7;234,8;4,8
14/02/2015;8;276,8;4,725
14/02/2015;9;280,2;4,85
14/02/2015;10;279,9;4,825
14/02/2015;11;277,3;4,825
14/02/2015;12;278,1;4,85
14/02/2015;13;235,9;4,9
14/02/2015;14;175,2;4,875
14/02/2015;15;155,9;4,775
14/02/2015;16;135,9;4,55
14/02/2015;17;140,2;4,375
14/02/2015;18;216,2;4
14/02/2015;19;211,9;3,375
14/02/2015;20;207,2;2,95
14/02/2015;21;202,9;2,025
14/02/2015;22;216,5;1,6
14/02/2015;23;216,5;1,325
15/02/2015;0;214,4;1,275
15/02/2015;1;215,7;1,25
15/02/2015;2;223,5;1,6
15/02/2015;3;216,1;2,025
15/02/2015;4;222;2,2
15/02/2015;5;217,2;2,525
15/02/2015;6;223,6;2,95
15/02/2015;7;223,7;2,95
15/02/2015;8;215,6;2,925
15/02/2015;9;199,3;2,65
15/02/2015;10;207,7;3,175
15/02/2015;11;197,9;3,75
15/02/2015;12;206,5;3,775
15/02/2015;13;206,5;3,725
15/02/2015;14;197,5;3,6
15/02/2015;15;204,2;3,825
15/02/2015;16;206,6;4,25
15/02/2015;17;213,2;4,15
15/02/2015;18;226,6;4,3
15/02/2015;19;219,3;4,4
15/02/2015;20;227,3;4,175
15/02/2015;21;224,1;3,925
15/02/2015;22;217,2;4,325
15/02/2015;23;211;4,725
16/02/2015;0;223,5;5,1
16/02/2015;1;214,6;5,075
16/02/2015;2;217,7;4,825
16/02/2015;3;169,1;4,95
16/02/2015;4;163,5;5,325
16/02/2015;5;197,3;5,225
16/02/2015;6;281;5,575
16/02/2015;7;344,4;6,075
16/02/2015;8;494,7;6,675
16/02/2015;9;556,4;7,075
16/02/2015;10;591,1;7,275
16/02/2015;11;594;7,325
16/02/2015;12;619,9;7,8
16/02/2015;13;643,5;8,575
16/02/2015;14;598,9;8,925
16/02/2015;15;542,6;9
16/02/2015;16;495;9
16/02/2015;17;466,7;8,55
16/02/2015;18;449,1;8,075
16/02/2015;19;325,9;7,975
16/02/2015;20;228,3;8,175
16/02/2015;21;188,6;8,05
16/02/2015;22;171,2;7,85
16/02/2015;23;163,5;8,125
17/02/2015;0;209,9;8,275
17/02/2015;1;210,1;8,75
17/02/2015;2;199,9;8,375
17/02/2015;3;210,8;8,25
17/02/2015;4;219,2;8,025
17/02/2015;5;195,7;7,35
17/02/2015;6;291,1;7,1
17/02/2015;7;364,7;7,175
17/02/2015;8;490,6;7,575
17/02/2015;9;533,5;8,375
17/02/2015;10;563;9,15
17/02/2015;11;577,9;9,925
17/02/2015;12;591,4;10,95
17/02/2015;13;615,5;11,6
17/02/2015;14;569;12,25
17/02/2015;15;539,3;12,825
17/02/2015;16;468,6;13,025
17/02/2015;17;437,5;12,3
17/02/2015;18;443,6;11,55
17/02/2015;19;321,6;10,9
17/02/2015;20;223,6;10,375
17/02/2015;21;181,3;9,9
17/02/2015;22;158,7;8,825
17/02/2015;23;149,3;7,525
18/02/2015;0;147,9;6,825
18/02/2015;1;145,8;6,65
18/02/2015;2;141,6;6,225
18/02/2015;3;144,5;6,125
18/02/2015;4;146,4;5,925
18/02/2015;5;167,4;5,175
18/02/2015;6;278,8;4,875
18/02/2015;7;324,3;5,025
18/02/2015;8;456,4;5,05
18/02/2015;9;489,3;4,8
18/02/2015;10;514,3;5,25
18/02/2015;11;533,5;6,1
18/02/2015;12;552,6;7,3
18/02/2015;13;566,6;9,425
18/02/2015;14;539,4;10,35
18/02/2015;15;489,5;10,725
18/02/2015;16;427,8;11,075
18/02/2015;17;419,2;10,475
18/02/2015;18;409,2;9,25
18/02/2015;19;296,6;8,825
18/02/2015;20;217;8,375
18/02/2015;21;181,8;7,9
18/02/2015;22;168,8;7,35
18/02/2015;23;182,6;6,625
19/02/2015;0;209,2;5,925
19/02/2015;1;205,9;5,1
19/02/2015;2;198,7;4,825
19/02/2015;3;206,9;4,35
19/02/2015;4;206,6;4,45
19/02/2015;5;182,1;3,625
19/02/2015;6;248,8;3
19/02/2015;7;348,9;3,125
19/02/2015;8;455,2;3,175
19/02/2015;9;535,5;4,35
19/02/2015;10;538,4;6,25
19/02/2015;11;539,4;8,075
19/02/2015;12;575,4;8,525
19/02/2015;13;614;9,5
19/02/2015;14;583;10,6
19/02/2015;15;525,2;11
19/02/2015;16;463,7;11
19/02/2015;17;452,6;10,425
19/02/2015;18;441,8;9,8
19/02/2015;19;309;9,325
19/02/2015;20;224,7;8,8
19/02/2015;21;185,7;7,9
19/02/2015;22;170,3;7,375
19/02/2015;23;159;6,575
20/02/2015;0;203,3;6,1
20/02/2015;1;206,7;4,95
20/02/2015;2;205,3;4,625
20/02/2015;3;203,9;4,4
20/02/2015;4;187,7;3,625
20/02/2015;5;181,4;3,575
20/02/2015;6;303,5;3,075
20/02/2015;7;370,4;2,525
20/02/2015;8;503,1;2,85
20/02/2015;9;564,3;4,225
20/02/2015;10;563,2;5,65
20/02/2015;11;586,6;7,5
20/02/2015;12;604,7;8,875
20/02/2015;13;609,5;10,125
20/02/2015;14;578,7;10,1
20/02/2015;15;540;10,65
20/02/2015;16;459,7;11,125
20/02/2015;17;438,7;10,275
20/02/2015;18;391,3;9,825
20/02/2015;19;274,6;8,9
20/02/2015;20;202,2;8,1
20/02/2015;21;170,5;7,05
20/02/2015;22;194,2;6,35
20/02/2015;23;198,8;5,925
21/02/2015;0;202,8;5,75
21/02/2015;1;186,7;5,625
21/02/2015;2;201;5,1
21/02/2015;3;198,6;5,15
21/02/2015;4;182,7;4,575
21/02/2015;5;160,1;3,175
21/02/2015;6;198,7;2,925
21/02/2015;7;218,7;3,75
21/02/2015;8;263,3;4,625
21/02/2015;9;273,4;4,825
21/02/2015;10;271,3;4,925
21/02/2015;11;266,9;4,875
21/02/2015;12;264,5;4,7
21/02/2015;13;234,8;4,9
21/02/2015;14;168,6;4,575
21/02/2015;15;143,3;4,2
21/02/2015;16;131,9;3,725
21/02/2015;17;137,2;3,525
21/02/2015;18;208,5;3,35
21/02/2015;19;206,1;2,575
21/02/2015;20;200,4;2,225
21/02/2015;21;198,6;2,35
21/02/2015;22;208,9;2
21/02/2015;23;216,2;1,125
22/02/2015;0;211,9;0,75
22/02/2015;1;213,8;0,625
22/02/2015;2;219,8;0,65
22/02/2015;3;217,4;0,95
22/02/2015;4;212,6;1,925
22/02/2015;5;216,6;2,5
22/02/2015;6;216,3;2,175
22/02/2015;7;216,5;2,55
22/02/2015;8;201,9;3,025
22/02/2015;9;188,8;3,975
22/02/2015;10;186,9;4,475
22/02/2015;11;184,9;5,275
22/02/2015;12;180,1;7,425
22/02/2015;13;179,8;8,95
22/02/2015;14;166,1;10,325
22/02/2015;15;170,6;11,025
22/02/2015;16;167,9;11,325
22/02/2015;17;175;11,025
22/02/2015;18;201,1;10,3
22/02/2015;19;193,9;9,6
22/02/2015;20;205,7;9,225
22/02/2015;21;206,7;8,55
22/02/2015;22;194,6;7,825
22/02/2015;23;197,6;7,125
23/02/2015;0;203,8;6,4
23/02/2015;1;205,2;5,3
23/02/2015;2;205,2;4,9
23/02/2015;3;184,3;4,425
23/02/2015;4;157,1;3,875
23/02/2015;5;203,6;3,05
23/02/2015;6;297;3,3
23/02/2015;7;349,3;3,475
23/02/2015;8;485,8;4
23/02/2015;9;556,4;5,95
23/02/2015;10;552,7;7,4
23/02/2015;11;576,5;8,625
23/02/2015;12;614,3;9,575
23/02/2015;13;628,7;9,95
23/02/2015;14;595,4;10,45
23/02/2015;15;540,1;10,575
23/02/2015;16;479;10,975
23/02/2015;17;432,9;10,725
23/02/2015;18;422,8;9,475
23/02/2015;19;301,2;8,825
23/02/2015;20;217,4;8,325
23/02/2015;21;178,2;7,825
23/02/2015;22;165,5;7,575
23/02/2015;23;187,2;6,95
24/02/2015;0;202,1;5,95
24/02/2015;1;199,5;5,75
24/02/2015;2;200,2;5,8
24/02/2015;3;191,9;5,9
24/02/2015;4;195,4;5,725
24/02/2015;5;176,3;5,175
24/02/2015;6;289,9;4,6
24/02/2015;7;347,2;5,025
24/02/2015;8;481,1;6,125
24/02/2015;9;540,3;5,175
24/02/2015;10;567,8;5,8
24/02/2015;11;581,8;7
24/02/2015;12;614,6;8,15
24/02/2015;13;622,4;8,925
24/02/2015;14;593,5;9,05
24/02/2015;15;541,5;9,4
24/02/2015;16;457,1;9,45
24/02/2015;17;428,9;9
24/02/2015;18;415,4;8,75
24/02/2015;19;300,7;8,55
24/02/2015;20;220,3;8,275
24/02/2015;21;185,3;8,325
24/02/2015;22;174,4;8,45
24/02/2015;23;193,4;8,325
25/02/2015;0;196,9;7,9
25/02/2015;1;208,1;7,725
25/02/2015;2;205,2;6,925
25/02/2015;3;195,9;5,775
25/02/2015;4;216,6;6,225
25/02/2015;5;186,4;6,475
25/02/2015;6;299,9;5,675
25/02/2015;7;350,6;4,85
25/02/2015;8;504,3;5,925
25/02/2015;9;523,9;7,575
25/02/2015;10;551,3;8,75
25/02/2015;11;553,7;10,775
25/02/2015;12;596,6;12,4
25/02/2015;13;599,9;13,325
25/02/2015;14;566,3;13,75
25/02/2015;15;523,2;13,725
25/02/2015;16;444,9;14,425
25/02/2015;17;409,1;13,55
25/02/2015;18;412,2;12,35
25/02/2015;19;291,7;11,575
25/02/2015;20;216,3;10,75
25/02/2015;21;188,4;9,075
25/02/2015;22;178,3;8,225
25/02/2015;23;210,2;7,025
26/02/2015;0;210,5;6,575
26/02/2015;1;194,5;6,425
26/02/2015;2;215,8;5,925
26/02/2015;3;217,6;5,875
26/02/2015;4;210,3;5,275
26/02/2015;5;186,8;5
26/02/2015;6;293,4;4,675
26/02/2015;7;365;4,55
26/02/2015;8;484,1;5,425
26/02/2015;9;492,9;7,325
26/02/2015;10;506,7;9,25
26/02/2015;11;513,1;10,65
26/02/2015;12;577,1;11,8
26/02/2015;13;602,7;12,5
26/02/2015;14;553,2;12,8
26/02/2015;15;488,9;13,2
26/02/2015;16;421,8;13,2
26/02/2015;17;416,1;12,7
26/02/2015;18;407,9;11,225
26/02/2015;19;292;9,725
26/02/2015;20;216,9;9,125
26/02/2015;21;183,9;8,1
26/02/2015;22;172,6;7,475
26/02/2015;23;182,9;6,7
27/02/2015;0;194,1;6,4
27/02/2015;1;202,1;6,4
27/02/2015;2;200,4;6,4
27/02/2015;3;195,1;6,35
27/02/2015;4;208,8;6,2
27/02/2015;5;185,9;5,425
27/02/2015;6;278,7;4,55
27/02/2015;7;353,8;4,425
27/02/2015;8;495,1;5,175
27/02/2015;9;548;5,85
27/02/2015;10;572,5;6,55
27/02/2015;11;575,8;7,825
27/02/2015;12;585,3;9,025
27/02/2015;13;615,4;10,225
27/02/2015;14;586,9;11,075
27/02/2015;15;519,4;10,725
27/02/2015;16;448,2;10,5
27/02/2015;17;421,5;10,2
27/02/2015;18;381,7;9,9
27/02/2015;19;278,6;9,6
27/02/2015;20;217,8;9,325
27/02/2015;21;224,8;9
27/02/2015;22;208,8;8,775
27/02/2015;23;213,9;8,85
28/02/2015;0;202,8;8,7
28/02/2015;1;205;7,85
28/02/2015;2;205,4;6,95
28/02/2015;3;195,1;7,05
28/02/2015;4;209,8;7,55
28/02/2015;5;180,3;7,85
28/02/2015;6;207,1;8,475
28/02/2015;7;225,2;8,375
28/02/2015;8;262,1;7,975
28/02/2015;9;263,5;8,65
28/02/2015;10;262,4;9,75
28/02/2015;11;260;9,975
28/02/2015;12;261,7;11,025
28/02/2015;13;223,6;12,4
28/02/2015;14;164,1;12,35
28/02/2015;15;139,1;12,625
28/02/2015;16;144,6;12,25
28/02/2015;17;165,4;12,025
28/02/2015;18;202;11,4
28/02/2015;19;197,8;10,875
28/02/2015;20;202,3;10,15
28/02/2015;21;204,8;9,15
28/02/2015;22;205,2;8,625
28/02/2015;23;211,7;8,075
01/03/2015;0;201;7,8
01/03/2015;1;209,2;7,025
01/03/2015;2;210,6;6,9
01/03/2015;3;196,4;6,525
01/03/2015;4;210,8;6,35
01/03/2015;5;210,3;5,7
01/03/2015;6;201;5,675
01/03/2015;7;210,1;5,75
01/03/2015;8;192;6,05
01/03/2015;9;174,3;7,55
01/03/2015;10;191,9;9,275
01/03/2015;11;164,9;10,9
01/03/2015;12;178,9;12,775
01/03/2015;13;164,2;13,225
01/03/2015;14;163;13,75
01/03/2015;15;166,5;13,9
01/03/2015;16;157,5;14,025
01/03/2015;17;169;13,625
01/03/2015;18;204,7;12,975
01/03/2015;19;196,7;12,1
01/03/2015;20;215,8;11,425
01/03/2015;21;200,2;10,7
01/03/2015;22;217,5;9,4
01/03/2015;23;197,8;9,075
02/03/2015;0;215,4;8,85
02/03/2015;1;199,4;8,3
02/03/2015;2;209,7;7,7
02/03/2015;3;205,7;7,425
02/03/2015;4;192,8;7,15
02/03/2015;5;203,5;7,525
02/03/2015;6;300,5;7,075
02/03/2015;7;358,3;6,5
02/03/2015;8;500;7
02/03/2015;9;546,5;9,2
02/03/2015;10;559,5;10,55
02/03/2015;11;582,6;11,375
02/03/2015;12;612,5;12,95
02/03/2015;13;632,8;13,875
02/03/2015;14;614,2;14,4
02/03/2015;15;559,9;15,225
02/03/2015;16;486,4;16,175
02/03/2015;17;472,7;17,3
02/03/2015;18;470,8;16,075
02/03/2015;19;343,3;15,7
02/03/2015;20;242,6;15,375
02/03/2015;21;206,6;15
02/03/2015;22;184,8;14,825
02/03/2015;23;193,1;14,65
03/03/2015;0;194,6;15,2
03/03/2015;1;199,8;15,075
03/03/2015;2;201,2;14,15
03/03/2015;3;210,4;11
03/03/2015;4;219,4;9,275
03/03/2015;5;228,4;7,85
03/03/2015;6;295,1;7,2
03/03/2015;7;365,1;7,525
03/03/2015;8;502,6;9,85
03/03/2015;9;562;11,7
03/03/2015;10;562,6;13,5
03/03/2015;11;557,1;14,3
03/03/2015;12;585,2;15,25
03/03/2015;13;614,9;16,075
03/03/2015;14;616,6;16,45
03/03/2015;15;552,9;16,85
03/03/2015;16;487;16,8
03/03/2015;17;463,5;15,875
03/03/2015;18;459,9;14,525
03/03/2015;19;334,1;13,775
03/03/2015;20;241,1;12,5
03/03/2015;21;207,2;11,5
03/03/2015;22;187,4;10,525
03/03/2015;23;201,2;9,425
04/03/2015;0;218;8,95
04/03/2015;1;207,2;8,675
04/03/2015;2;222,9;8,25
04/03/2015;3;217,3;7,85
04/03/2015;4;219;7,875
04/03/2015;5;224,5;7,8
04/03/2015;6;298,7;7,475
04/03/2015;7;348,8;7,75
04/03/2015;8;502,5;7,8
04/03/2015;9;582,6;8,375
04/03/2015;10;568,2;9,5
04/03/2015;11;587,3;10,875
04/03/2015;12;610,7;11,525
04/03/2015;13;629,1;12,075
04/03/2015;14;595,8;12,1
04/03/2015;15;555,5;12,15
04/03/2015;16;499,5;11,825
04/03/2015;17;471,8;11,425
04/03/2015;18;454,8;10,625
04/03/2015;19;311,2;10,025
04/03/2015;20;233,1;10,4
04/03/2015;21;202,8;10,8
04/03/2015;22;185,7;10,6
04/03/2015;23;208,2;10,125
05/03/2015;0;198,8;9,825
05/03/2015;1;206;9,675
05/03/2015;2;200,8;9,075
05/03/2015;3;216,7;8,55
05/03/2015;4;204,3;8,45
05/03/2015;5;215,4;8,425
05/03/2015;6;287,5;7,525
05/03/2015;7;353,9;6,675
05/03/2015;8;516,3;8,2
05/03/2015;9;545,2;9,95
05/03/2015;10;542,8;11,025
05/03/2015;11;573;11,25
05/03/2015;12;606,4;12,25
05/03/2015;13;607,4;12,925
05/03/2015;14;593,5;14
05/03/2015;15;543,8;14,15
05/03/2015;16;481,4;13,675
05/03/2015;17;439,3;13,2
05/03/2015;18;424,7;12,3
05/03/2015;19;315,5;11,375
05/03/2015;20;230,3;10,475
05/03/2015;21;200,4;9,85
05/03/2015;22;182,1;9,375
05/03/2015;23;180,4;8,625
06/03/2015;0;211,1;7,825
06/03/2015;1;196,4;7,05
06/03/2015;2;212,5;6,35
06/03/2015;3;210,5;6,1
06/03/2015;4;208,7;5,925
06/03/2015;5;199,3;4,9
06/03/2015;6;297,3;4,6
06/03/2015;7;363,7;5,25
06/03/2015;8;486;6,375
06/03/2015;9;545,9;7,475
06/03/2015;10;538;10,025
06/03/2015;11;569;11,175
06/03/2015;12;597;11,675
06/03/2015;13;634,7;12,125
06/03/2015;14;594,4;13,35
06/03/2015;15;546,8;13,825
06/03/2015;16;468,1;14,05
06/03/2015;17;438,7;14,125
06/03/2015;18;366,5;13,325
06/03/2015;19;268,7;12,2
06/03/2015;20;214,3;11,8
06/03/2015;21;220,8;10,7
06/03/2015;22;214,3;9,5
06/03/2015;23;212,5;8,075
07/03/2015;0;201;7,025
07/03/2015;1;208,3;6,675
07/03/2015;2;200,2;6,325
07/03/2015;3;202;6
07/03/2015;4;205,8;5,95
07/03/2015;5;170,8;5,65
07/03/2015;6;204,9;5,075
07/03/2015;7;217,3;4,65
07/03/2015;8;257,5;5,525
07/03/2015;9;274;6,5
07/03/2015;10;277;7,75
07/03/2015;11;281,6;8,875
07/03/2015;12;272,6;9,825
07/03/2015;13;224,3;10,45
07/03/2015;14;164,5;11,7
07/03/2015;15;138,2;12,15
07/03/2015;16;137,5;12,4
07/03/2015;17;159,4;12,1
07/03/2015;18;175;11
07/03/2015;19;201,8;10,175
07/03/2015;20;186,4;9,625
07/03/2015;21;195,8;8,15
07/03/2015;22;185,3;7,275
07/03/2015;23;208,6;7,15
08/03/2015;0;184,8;7,675
08/03/2015;1;199,9;7,225
08/03/2015;2;189,1;5,8
08/03/2015;3;197,9;5,525
08/03/2015;4;202;5,1
08/03/2015;5;185,9;4,675
08/03/2015;6;202,5;4,725
08/03/2015;7;189,1;4,4
08/03/2015;8;164,8;5,1
08/03/2015;9;182;5,75
08/03/2015;10;170;7,775
08/03/2015;11;179,2;9,475
08/03/2015;12;160;11,05
08/03/2015;13;171,9;12,45
08/03/2015;14;162,3;12,95
08/03/2015;15;151,7;14
08/03/2015;16;161,1;14,25
08/03/2015;17;159,6;13,425
08/03/2015;18;172,6;12,3
08/03/2015;19;204,8;11,55
08/03/2015;20;193,1;10,975
08/03/2015;21;197,8;10,275
08/03/2015;22;187,7;8,6
08/03/2015;23;198,8;7,6
09/03/2015;0;187,6;6,875
09/03/2015;1;200,8;6,7
09/03/2015;2;186;6,175
09/03/2015;3;196,9;5,6
09/03/2015;4;163,9;5,4
09/03/2015;5;191,8;5,125
09/03/2015;6;297,6;5,1
09/03/2015;7;331,5;5,5
09/03/2015;8;463,9;5,95
09/03/2015;9;561,7;6,8
09/03/2015;10;534,2;8,35
09/03/2015;11;551,5;10,625
09/03/2015;12;593,1;11,75
09/03/2015;13;637,4;12,15
09/03/2015;14;591,9;13,45
09/03/2015;15;523,2;14,2
09/03/2015;16;473,5;14,525
09/03/2015;17;457,7;13,7
09/03/2015;18;450,3;12,575
09/03/2015;19;328,2;11,825
09/03/2015;20;237,6;10,975
09/03/2015;21;196,6;9,45
09/03/2015;22;178,9;8,725
09/03/2015;23;200,4;8,1
10/03/2015;0;193,4;7,65
10/03/2015;1;206,7;7,1
10/03/2015;2;198,8;6,55
10/03/2015;3;210,5;6,1
10/03/2015;4;205,3;5,675
10/03/2015;5;187,1;5,5
10/03/2015;6;279,7;5,6
10/03/2015;7;335,4;5,4
10/03/2015;8;455,9;5,325
10/03/2015;9;551,9;6,725
10/03/2015;10;572,4;8,525
10/03/2015;11;594,1;10,65
10/03/2015;12;613,8;12,625
10/03/2015;13;644,1;14,375
10/03/2015;14;605,3;16,1
10/03/2015;15;557,6;17,375
10/03/2015;16;499,2;16,75
10/03/2015;17;460,6;15,675
10/03/2015;18;439;15,1
10/03/2015;19;321,8;14,6
10/03/2015;20;235,2;14
10/03/2015;21;199,5;13,475
10/03/2015;22;182,8;12,6
10/03/2015;23;203,7;11,4
11/03/2015;0;190,2;10,825
11/03/2015;1;202,3;10,375
11/03/2015;2;191,7;10,05
11/03/2015;3;200,9;9,825
11/03/2015;4;209,2;9,425
11/03/2015;5;216,3;8,875
11/03/2015;6;287,2;8,175
11/03/2015;7;328,1;8,25
11/03/2015;8;479,8;8,4
