Date;Hour;P;Test
11/03/2015;9;556,3;9,475
11/03/2015;10;544,9;11,875
11/03/2015;11;576,1;13,7
11/03/2015;12;606,9;14,825
11/03/2015;13;632,6;16,25
11/03/2015;14;595,3;17,3
11/03/2015;15;549,6;17,775
11/03/2015;16;466,6;18,425
11/03/2015;17;440,3;19,1
11/03/2015;18;425,9;18,425
11/03/2015;19;326,9;17,15
11/03/2015;20;237,8;16,1
11/03/2015;21;200,7;14,375
11/03/2015;22;185,5;12,975
11/03/2015;23;183,2;12,35
12/03/2015;0;200,9;11,2
12/03/2015;1;196;10,275
12/03/2015;2;190,9;10,35
12/03/2015;3;202,9;10,2
12/03/2015;4;197,6;9,925
12/03/2015;5;214,2;9,35
12/03/2015;6;286,6;9,15
12/03/2015;7;349,4;9,05
12/03/2015;8;507,2;9,575
12/03/2015;9;560,7;10,85
12/03/2015;10;588,5;12,075
12/03/2015;11;615,8;14,05
12/03/2015;12;609,8;14,65
12/03/2015;13;617,5;14,625
12/03/2015;14;606,4;15,275
12/03/2015;15;559,6;15,85
12/03/2015;16;505,6;16,125
12/03/2015;17;475,7;15,275
12/03/2015;18;444,2;14,375
12/03/2015;19;315,9;13,675
12/03/2015;20;238,8;12,925
12/03/2015;21;199,9;12,35
12/03/2015;22;184,2;11,775
12/03/2015;23;178,7;11,15
13/03/2015;0;187;10,025
13/03/2015;1;183,2;8,75
13/03/2015;2;181,3;8,35
13/03/2015;3;183,8;8,075
13/03/2015;4;189,8;6,7
13/03/2015;5;194,1;6,075
13/03/2015;6;280,7;5,675
13/03/2015;7;357,9;5,975
13/03/2015;8;494,9;6,6
13/03/2015;9;563,2;8,025
13/03/2015;10;573,3;9,925
13/03/2015;11;593,6;12,35
13/03/2015;12;608,4;13,85
13/03/2015;13;615,3;14,7
13/03/2015;14;602,1;15,425
13/03/2015;15;529,5;15,475
13/03/2015;16;485,4;15,175
13/03/2015;17;450,8;14,9
13/03/2015;18;397,9;14,6
13/03/2015;19;282,8;13,925
13/03/2015;20;214;13,15
13/03/2015;21;202,7;12,35
13/03/2015;22;199,4;11,9
13/03/2015;23;189,7;10,95
14/03/2015;0;191,3;9,9
14/03/2015;1;186,4;8,95
14/03/2015;2;187,2;8,85
14/03/2015;3;186;8,375
14/03/2015;4;185,3;7,5
14/03/2015;5;186,6;7,6
14/03/2015;6;205,7;7,525
14/03/2015;7;216,4;7,825
14/03/2015;8;257,1;8,4
14/03/2015;9;269,1;8,325
14/03/2015;10;275,4;8,475
14/03/2015;11;279,1;8,725
14/03/2015;12;277,8;10,15
14/03/2015;13;238,6;10,7
14/03/2015;14;169,7;10,55
14/03/2015;15;143,8;10,15
14/03/2015;16;138;10,15
14/03/2015;17;146,2;10,2
14/03/2015;18;167,9;10,2
14/03/2015;19;178,2;10,15
14/03/2015;20;182,5;10,15
14/03/2015;21;182,2;9,95
14/03/2015;22;182,5;9,25
14/03/2015;23;182;9,025
15/03/2015;0;179,3;8,875
15/03/2015;1;178,2;9,075
15/03/2015;2;179,3;9,025
15/03/2015;3;176,4;8,875
15/03/2015;4;179,3;8,375
15/03/2015;5;178,2;8,175
15/03/2015;6;177;7,725
15/03/2015;7;164,4;7,1
15/03/2015;8;150,2;6,15
15/03/2015;9;159,6;5,8
15/03/2015;10;159,8;6,275
15/03/2015;11;158,6;6,55
15/03/2015;12;161,7;6,6
15/03/2015;13;160,5;6,5
15/03/2015;14;159;6,475
15/03/2015;15;160,8;6,575
15/03/2015;16;161,4;7
15/03/2015;17;163,1;7,925
15/03/2015;18;172,6;7,675
15/03/2015;19;181;7,175
15/03/2015;20;177,7;6,825
15/03/2015;21;177,9;6,1
15/03/2015;22;177,5;5,85
15/03/2015;23;178,7;5,5
16/03/2015;0;176,9;5,225
16/03/2015;1;177,7;4,325
16/03/2015;2;175;4,175
16/03/2015;3;165,2;3,7
16/03/2015;4;144,6;3,575
16/03/2015;5;187,6;4,475
16/03/2015;6;276,8;4,925
16/03/2015;7;326,4;4,975
16/03/2015;8;487,8;4,775
16/03/2015;9;564,5;4,875
16/03/2015;10;594,6;5,175
16/03/2015;11;616,1;5,475
16/03/2015;12;657,2;5,65
16/03/2015;13;676,5;5,65
16/03/2015;14;689,4;5,775
16/03/2015;15;639,5;6,05
16/03/2015;16;534,8;6,3
16/03/2015;17;487,4;6,325
16/03/2015;18;460,7;6,375
16/03/2015;19;327;6,3
16/03/2015;20;227,3;6,25
16/03/2015;21;185,6;6,125
16/03/2015;22;170,4;6,2
16/03/2015;23;155,8;6,25
17/03/2015;0;175,3;6,1
17/03/2015;1;175,1;6,225
17/03/2015;2;173,2;6,4
17/03/2015;3;171,1;6,925
17/03/2015;4;178,3;6,975
17/03/2015;5;174;6,625
17/03/2015;6;282,4;6,775
17/03/2015;7;332,3;6,975
17/03/2015;8;489,9;7,15
17/03/2015;9;598;7,55
17/03/2015;10;595,9;7,775
17/03/2015;11;639;8,475
17/03/2015;12;665,2;8,5
17/03/2015;13;694,9;8,625
17/03/2015;14;640,1;8,575
17/03/2015;15;576,1;8,8
17/03/2015;16;494,7;8,925
17/03/2015;17;474,3;8,825
17/03/2015;18;434,6;8,875
17/03/2015;19;320,3;9,075
17/03/2015;20;237;9,275
17/03/2015;21;194,7;9,425
17/03/2015;22;172,8;9,35
17/03/2015;23;157,2;8,9
18/03/2015;0;173,3;8,6
18/03/2015;1;176,6;8,7
18/03/2015;2;176,4;7,9
18/03/2015;3;173,7;7,35
18/03/2015;4;176,8;7,25
18/03/2015;5;182,4;7,15
18/03/2015;6;285,3;6,85
18/03/2015;7;313,9;7,075
18/03/2015;8;471,5;7,825
18/03/2015;9;578,4;8,6
18/03/2015;10;556,2;11,075
18/03/2015;11;568,8;13,3
18/03/2015;12;620,2;14,9
18/03/2015;13;646,3;16,025
18/03/2015;14;608,8;16,775
18/03/2015;15;555,7;17,3
18/03/2015;16;477,4;17,6
18/03/2015;17;448,2;16,95
18/03/2015;18;438;16
18/03/2015;19;319,7;14,775
18/03/2015;20;230,9;13,85
18/03/2015;21;194,9;12,575
18/03/2015;22;184,7;11,85
18/03/2015;23;187,2;11,7
19/03/2015;0;183,8;11,575
19/03/2015;1;182,7;11,475
19/03/2015;2;177,2;11,15
19/03/2015;3;180,2;10,625
19/03/2015;4;183,1;10,5
19/03/2015;5;196,4;10,325
19/03/2015;6;276,1;9,725
19/03/2015;7;319,7;9,6
19/03/2015;8;495;10,2
19/03/2015;9;564,1;11,2
19/03/2015;10;570,3;12,875
19/03/2015;11;570,2;14,225
19/03/2015;12;637;15,175
19/03/2015;13;635,7;15,775
19/03/2015;14;613,3;16,475
19/03/2015;15;558,6;16,975
19/03/2015;16;477,9;17,025
19/03/2015;17;454,9;16,95
19/03/2015;18;442,1;16,325
19/03/2015;19;330,7;15,25
19/03/2015;20;239,1;14,3
19/03/2015;21;193,5;13,85
19/03/2015;22;177,1;13,275
19/03/2015;23;177,6;12,95
20/03/2015;0;177,5;12,925
20/03/2015;1;175,3;12,8
20/03/2015;2;174,7;12,725
20/03/2015;3;175,2;12,475
20/03/2015;4;178,6;11,975
20/03/2015;5;198,7;11,2
20/03/2015;6;273,6;10,6
20/03/2015;7;336,6;10,75
20/03/2015;8;474,2;11,475
20/03/2015;9;594,4;11,925
20/03/2015;10;611,5;12
20/03/2015;11;621,6;11,85
20/03/2015;12;645;12,25
20/03/2015;13;656;12,225
20/03/2015;14;619,2;12,7
20/03/2015;15;573;12,825
20/03/2015;16;492,3;12,825
20/03/2015;17;452,4;12,675
20/03/2015;18;395,4;12,525
20/03/2015;19;280,5;12,575
20/03/2015;20;220,5;12,6
20/03/2015;21;202,1;12,55
20/03/2015;22;191,5;12,475
20/03/2015;23;185,4;12,4
21/03/2015;0;179,7;12,2
21/03/2015;1;179,6;12
21/03/2015;2;181,4;11,875
21/03/2015;3;182,8;11,45
21/03/2015;4;182,5;10,95
21/03/2015;5;194,7;11,125
21/03/2015;6;210,1;10,775
21/03/2015;7;215,3;10,675
21/03/2015;8;258,7;11,175
21/03/2015;9;269,4;11,825
21/03/2015;10;268,3;12,825
21/03/2015;11;265,7;13,85
21/03/2015;12;283,2;14,05
21/03/2015;13;247,5;14,7
21/03/2015;14;198,5;14,575
21/03/2015;15;170,7;15,025
21/03/2015;16;162,6;14,825
21/03/2015;17;149,3;14,325
21/03/2015;18;167,4;13,675
21/03/2015;19;178,6;12,6
21/03/2015;20;175,3;10,825
21/03/2015;21;180,5;9,8
21/03/2015;22;181;9,3
21/03/2015;23;179,2;9,15
22/03/2015;0;178;9,25
22/03/2015;1;175,1;8,9
22/03/2015;2;175,9;8,475
22/03/2015;3;173,2;8,475
22/03/2015;4;174;8,5
22/03/2015;5;173,5;8,425
22/03/2015;6;175,1;8,125
22/03/2015;7;159,1;8,025
22/03/2015;8;150,3;7,875
22/03/2015;9;156,9;7,825
22/03/2015;10;154,9;7,85
22/03/2015;11;157,2;7,875
22/03/2015;12;157,2;7,85
22/03/2015;13;160,1;7,825
22/03/2015;14;159,7;7,625
22/03/2015;15;167;7,8
22/03/2015;16;168,5;8,175
22/03/2015;17;165,1;8,4
22/03/2015;18;180,1;8,725
22/03/2015;19;189,7;8,975
22/03/2015;20;187,3;8,975
22/03/2015;21;189,9;8,95
22/03/2015;22;184,3;9,1
22/03/2015;23;175,1;8,975
23/03/2015;0;174,4;8,675
23/03/2015;1;173,3;8,9
23/03/2015;2;171,9;8,85
23/03/2015;3;174,6;8,6
23/03/2015;4;166,6;8,2
23/03/2015;5;193,6;7,85
23/03/2015;6;281,1;8,1
23/03/2015;7;324,5;8,675
23/03/2015;8;478,8;10,025
23/03/2015;9;574;11,25
23/03/2015;10;548,9;13,1
23/03/2015;11;564,8;14,15
23/03/2015;12;587,9;15,275
23/03/2015;13;586,9;15,95
23/03/2015;14;577,4;16
23/03/2015;15;546,9;15,775
23/03/2015;16;508,7;15,15
23/03/2015;17;509,1;14,7
23/03/2015;18;467,8;14,325
23/03/2015;19;341,5;14,05
23/03/2015;20;247,5;13,6
23/03/2015;21;209,7;13,3
23/03/2015;22;189,4;13,075
23/03/2015;23;186,4;12,8
24/03/2015;0;177;12,4
24/03/2015;1;179,2;11,75
24/03/2015;2;181,6;11,7
24/03/2015;3;186,1;11,375
24/03/2015;4;187,4;11,025
24/03/2015;5;207,4;10,75
24/03/2015;6;285,8;10,75
24/03/2015;7;338,5;10,75
24/03/2015;8;507,2;10,85
24/03/2015;9;610,7;10,9
24/03/2015;10;610,7;11,075
24/03/2015;11;632,8;11,175
24/03/2015;12;653,3;11,5
24/03/2015;13;662,4;11,55
24/03/2015;14;652,4;11,55
24/03/2015;15;565,1;11,575
24/03/2015;16;509,9;11,325
24/03/2015;17;507,2;10,85
24/03/2015;18;477,5;10,15
24/03/2015;19;336,2;10,125
24/03/2015;20;236,9;10,05
24/03/2015;21;194,1;9,475
24/03/2015;22;178,4;9,175
24/03/2015;23;177,7;8,8
25/03/2015;0;185,8;8,175
25/03/2015;1;182,9;8,175
25/03/2015;2;185,7;8
25/03/2015;3;186;7,775
25/03/2015;4;187;7,675
25/03/2015;5;192,7;7,55
25/03/2015;6;287,7;7,225
25/03/2015;7;352,1;7,475
25/03/2015;8;494;7,925
25/03/2015;9;599,9;8,275
25/03/2015;10;621;8,7
25/03/2015;11;618,2;9,175
25/03/2015;12;659,1;9,8
25/03/2015;13;681,5;10,075
25/03/2015;14;650,5;10,275
25/03/2015;15;579,6;10,425
25/03/2015;16;514,1;10,325
25/03/2015;17;494,1;10,1
25/03/2015;18;455,6;9,825
25/03/2015;19;329,3;9,425
25/03/2015;20;236,3;9,25
25/03/2015;21;197,7;8,9
25/03/2015;22;180,3;8,775
25/03/2015;23;166,6;8,725
26/03/2015;0;179,7;8,775
26/03/2015;1;183;8,8
26/03/2015;2;182,7;8,825
26/03/2015;3;182,5;8,6
26/03/2015;4;190,1;8,6
26/03/2015;5;197,4;8,725
26/03/2015;6;247,9;9,2
26/03/2015;7;349,4;9,35
26/03/2015;8;491,4;9,35
26/03/2015;9;595,5;10,425
26/03/2015;10;586,5;11,675
26/03/2015;11;589,9;13,05
26/03/2015;12;597,2;13,5
26/03/2015;13;612,7;14,525
26/03/2015;14;600,8;15,55
26/03/2015;15;552,3;16,875
26/03/2015;16;490,9;17,4
26/03/2015;17;441,4;17
26/03/2015;18;428,5;16,35
26/03/2015;19;336,7;15,3
26/03/2015;20;243;14,825
26/03/2015;21;206,1;14,525
26/03/2015;22;193,2;13,8
26/03/2015;23;169,5;13,1
27/03/2015;0;183,9;12,05
27/03/2015;1;182,9;11,425
27/03/2015;2;183;11,225
27/03/2015;3;181,2;10,825
27/03/2015;4;184,4;10,275
27/03/2015;5;206,6;9,7
27/03/2015;6;282,4;9
27/03/2015;7;320,9;11
27/03/2015;8;466,3;15,4
27/03/2015;9;541,2;17,05
27/03/2015;10;551;18,05
27/03/2015;11;569,5;18,7
27/03/2015;12;588,4;19,075
27/03/2015;13;596,4;19,5
27/03/2015;14;571,6;20,1
27/03/2015;15;521,1;20,3
27/03/2015;16;467,1;20,675
27/03/2015;17;450;20,975
27/03/2015;18;402,1;19,075
27/03/2015;19;303,7;17,375
27/03/2015;20;247,9;16,025
27/03/2015;21;225,5;15,3
27/03/2015;22;210,3;14,525
27/03/2015;23;190,9;13,65
28/03/2015;0;184;12,725
28/03/2015;1;188,5;12,025
28/03/2015;2;185,4;11,3
28/03/2015;3;186,4;10,575
28/03/2015;4;187,1;9,65
28/03/2015;5;202,1;8,925
28/03/2015;6;213,3;7,875
28/03/2015;7;217,1;8,075
28/03/2015;8;263,7;9,975
28/03/2015;9;277,8;12,925
28/03/2015;10;280,1;15,125
28/03/2015;11;289,4;16,4
28/03/2015;12;291,8;17,675
28/03/2015;13;263,5;18,75
28/03/2015;14;196,3;19,9
28/03/2015;15;189,1;19,625
28/03/2015;16;171,4;19,5
28/03/2015;17;139,2;18,925
28/03/2015;18;154,5;18,35
28/03/2015;19;166,9;17,825
28/03/2015;20;170,4;17,25
28/03/2015;21;170,8;16,425
28/03/2015;22;167,2;15,475
28/03/2015;23;169,2;14,35
29/03/2015;0;176,4;13,925
29/03/2015;1;174,2;13,225
29/03/2015;2;165,6;12,375
29/03/2015;3;169,2;11,775
29/03/2015;4;178,7;11,1
29/03/2015;5;178,2;10,875
29/03/2015;6;176,1;10,425
29/03/2015;7;165,1;9,85
29/03/2015;8;160,4;10,725
29/03/2015;9;159,8;12,6
29/03/2015;10;154,6;14,075
29/03/2015;11;156,6;15,525
29/03/2015;12;154,7;17,525
29/03/2015;13;143,5;18,775
29/03/2015;14;149,5;19,075
29/03/2015;15;146,5;20,125
29/03/2015;16;143,1;21,475
29/03/2015;17;144,3;20,975
29/03/2015;18;148,7;19,975
29/03/2015;19;166,6;19,075
29/03/2015;20;170,6;18,225
29/03/2015;21;174,1;16,85
29/03/2015;22;174;15,925
29/03/2015;23;175,7;15,4
30/03/2015;0;175,5;14,5
30/03/2015;1;172,4;13,625
30/03/2015;2;177,2;13,625
30/03/2015;3;173,5;12,8
30/03/2015;4;180,4;11,825
30/03/2015;5;200,1;11,875
30/03/2015;6;272,4;12,075
30/03/2015;7;312,1;12,35
30/03/2015;8;455,3;12,5
30/03/2015;9;528,1;14,65
30/03/2015;10;534,5;17,8
30/03/2015;11;563;19,925
30/03/2015;12;595,8;20,825
30/03/2015;13;601,7;21,85
30/03/2015;14;589,7;22,125
30/03/2015;15;532,8;22,1
30/03/2015;16;466,4;21,875
30/03/2015;17;446,9;21,4
30/03/2015;18;414,9;20,725
30/03/2015;19;324,7;20,15
30/03/2015;20;255;19,075
30/03/2015;21;213,6;18,8
30/03/2015;22;187,3;19,875
30/03/2015;23;178,1;18,35
31/03/2015;0;176,4;16,85
31/03/2015;1;179,2;14,75
31/03/2015;2;180;14,5
31/03/2015;3;178;14,625
31/03/2015;4;177,9;14,05
31/03/2015;5;198,4;13,2
31/03/2015;6;274,7;12,025
31/03/2015;7;305,7;11,8
31/03/2015;8;452,3;13,25
31/03/2015;9;557,7;14,85
31/03/2015;10;542,4;16,6
31/03/2015;11;596,9;18,225
31/03/2015;12;618,2;20,425
31/03/2015;13;612,9;21,5
31/03/2015;14;603,4;24
31/03/2015;15;553,1;26,2
31/03/2015;16;482,5;25,775
31/03/2015;17;457;24,625
31/03/2015;18;420,4;23,425
31/03/2015;19;309,6;22,625
31/03/2015;20;255,2;21,175
31/03/2015;21;209,6;20,075
31/03/2015;22;191;19,3
31/03/2015;23;178,9;18,775
01/01/2016;0;140;5,125
01/01/2016;1;138,9;4,975
01/01/2016;2;141,4;4,7
01/01/2016;3;145,1;4,45
01/01/2016;4;143,9;4,125
01/01/2016;5;150;4,125
01/01/2016;6;152,9;4,325
01/01/2016;7;156,6;4,575
01/01/2016;8;150,1;4,825
01/01/2016;9;129,5;4,75
01/01/2016;10;128;4,625
01/01/2016;11;117,7;4,725
01/01/2016;12;118,2;5,15
01/01/2016;13;123,4;5,325
01/01/2016;14;115,8;5,5
01/01/2016;15;113,5;5,425
01/01/2016;16;124,2;5,45
01/01/2016;17;149,5;5,35
01/01/2016;18;157,6;5,225
01/01/2016;19;156;5,225
01/01/2016;20;156,3;5,225
01/01/2016;21;156,5;5,1
01/01/2016;22;155,2;5,05
01/01/2016;23;148;5,2
02/01/2016;0;143,2;5,2
02/01/2016;1;142;4,875
02/01/2016;2;143,9;4,65
02/01/2016;3;142,4;4,375
02/01/2016;4;142,2;4,225
02/01/2016;5;149,8;3,975
02/01/2016;6;151,6;4
02/01/2016;7;156,7;3,675
02/01/2016;8;152,8;3,95
02/01/2016;9;146,7;3,9
02/01/2016;10;150,8;4,15
02/01/2016;11;141,7;3,7
02/01/2016;12;138,8;3,475
02/01/2016;13;135,4;3,625
02/01/2016;14;127,1;3,75
02/01/2016;15;140,4;3,575
02/01/2016;16;132,7;3,35
02/01/2016;17;148,4;3,325
02/01/2016;18;157,7;3,225
02/01/2016;19;157,1;3,1
02/01/2016;20;154,7;2,975
02/01/2016;21;153;3,15
02/01/2016;22;153;3,075
02/01/2016;23;148,6;3,275
03/01/2016;0;145,2;2,6
03/01/2016;1;147,7;2,25
03/01/2016;2;145,5;2,45
03/01/2016;3;147,7;2,55
03/01/2016;4;146,6;2,575
03/01/2016;5;147,3;2,575
03/01/2016;6;147,3;2,525
03/01/2016;7;152,7;2,125
03/01/2016;8;133,6;1,825
03/01/2016;9;119,1;1,975
03/01/2016;10;124,3;2
03/01/2016;11;125,6;1,95
03/01/2016;12;125,4;2,075
03/01/2016;13;125,8;2,325
03/01/2016;14;125,6;3,175
03/01/2016;15;127,4;3,25
03/01/2016;16;120,7;2,8
03/01/2016;17;144,5;2,675
03/01/2016;18;155;2,075
03/01/2016;19;154,7;1,875
03/01/2016;20;154,5;2,15
03/01/2016;21;153,1;2,375
03/01/2016;22;152,1;2,075
03/01/2016;23;146,4;2,175
04/01/2016;0;146,9;2,225
04/01/2016;1;151,4;1,475
04/01/2016;2;208,4;1,375
04/01/2016;3;210,1;1,625
04/01/2016;4;207,5;1,575
04/01/2016;5;209,8;1,425
04/01/2016;6;215,3;1,25
04/01/2016;7;226,3;1,475
04/01/2016;8;264,4;1,825
04/01/2016;9;288,2;2,225
04/01/2016;10;302,8;2,625
04/01/2016;11;304,9;3,125
04/01/2016;12;310,4;3
04/01/2016;13;309,1;3,15
04/01/2016;14;307,8;3,3
04/01/2016;15;310;3,35
04/01/2016;16;302;3,425
04/01/2016;17;295;3,2
04/01/2016;18;261,3;2,925
04/01/2016;19;209,8;2,85
04/01/2016;20;175,4;2,75
04/01/2016;21;165,3;2,7
04/01/2016;22;158,8;2,875
04/01/2016;23;152,7;2,775
05/01/2016;0;150,5;2,55
05/01/2016;1;150,4;2,575
05/01/2016;2;151,5;2,525
05/01/2016;3;149,5;2,5
05/01/2016;4;152,2;2,7
05/01/2016;5;154,1;2,75
05/01/2016;6;196,4;2,65
05/01/2016;7;252,3;2,55
05/01/2016;8;289,1;2,25
05/01/2016;9;306,1;2,475
05/01/2016;10;322,5;2,55
05/01/2016;11;323;2,625
05/01/2016;12;310;2,775
05/01/2016;13;306,1;3,525
05/01/2016;14;304,3;3,7
05/01/2016;15;297,3;4,25
05/01/2016;16;293,4;4,025
05/01/2016;17;293;3,625
05/01/2016;18;261,9;3,65
05/01/2016;19;212,2;3,975
05/01/2016;20;180,2;3,975
05/01/2016;21;168,3;3,975
05/01/2016;22;165;3,975
05/01/2016;23;154;3,85
06/01/2016;0;151,8;3,825
06/01/2016;1;153,5;3,75
06/01/2016;2;155,6;3,925
06/01/2016;3;157,2;3,75
06/01/2016;4;154,1;3,75
06/01/2016;5;162,2;3,175
06/01/2016;6;161,1;2,95
06/01/2016;7;185,8;2,5
06/01/2016;8;180,1;1,875
06/01/2016;9;165,9;2,525
06/01/2016;10;165,4;4,45
06/01/2016;11;163,1;6,1
06/01/2016;12;160;6,675
06/01/2016;13;158,7;7
06/01/2016;14;159,8;7,625
06/01/2016;15;139,1;7,4
06/01/2016;16;144,2;6,675
06/01/2016;17;167,4;6,075
06/01/2016;18;174,1;5,5
06/01/2016;19;170,3;5,3
06/01/2016;20;170,5;4,8
06/01/2016;21;169,8;4,5
06/01/2016;22;169,6;4,25
06/01/2016;23;161,5;3,625
07/01/2016;0;161,1;2,3
07/01/2016;1;157,5;2,325
07/01/2016;2;156,9;2
07/01/2016;3;155,5;2,175
07/01/2016;4;192,1;2,3
07/01/2016;5;227,5;2,4
07/01/2016;6;329,2;2,8
07/01/2016;7;400;2,425
07/01/2016;8;489;2,025
07/01/2016;9;552,6;2,45
07/01/2016;10;578,7;4,025
07/01/2016;11;589,9;5,825
07/01/2016;12;641,4;6,2
07/01/2016;13;636,3;6,5
07/01/2016;14;598,5;6,375
07/01/2016;15;529;6,075
07/01/2016;16;490,7;6,3
07/01/2016;17;479,9;5,85
07/01/2016;18;431,1;5,25
07/01/2016;19;305,3;5,25
07/01/2016;20;214,2;4,825
07/01/2016;21;189,5;4,525
07/01/2016;22;168,7;4,275
07/01/2016;23;151,3;3,725
08/01/2016;0;145,3;3,525
08/01/2016;1;143,9;3,025
08/01/2016;2;144,3;3,05
08/01/2016;3;147;3,025
08/01/2016;4;150,8;2,175
08/01/2016;5;170,9;2,525
08/01/2016;6;285,2;2,475
08/01/2016;7;383,1;2,35
08/01/2016;8;484,7;2,15
08/01/2016;9;541,8;2,55
08/01/2016;10;547,1;3,75
08/01/2016;11;562,7;4,475
08/01/2016;12;597,5;4,95
08/01/2016;13;624,1;5,125
08/01/2016;14;600,3;4,55
08/01/2016;15;556,6;4,4
08/01/2016;16;511,1;4,9
08/01/2016;17;492,7;4,925
08/01/2016;18;384,6;4,825
08/01/2016;19;279,4;4,775
08/01/2016;20;205,1;4,875
08/01/2016;21;178;5,225
08/01/2016;22;161;5,175
08/01/2016;23;139,7;4,95
09/01/2016;0;133,3;5,225
09/01/2016;1;137,8;5,2
09/01/2016;2;135,1;5,1
09/01/2016;3;139,3;4,9
09/01/2016;4;146,2;4,6
09/01/2016;5;156,4;4,675
09/01/2016;6;191,8;4,9
09/01/2016;7;260,3;5,325
09/01/2016;8;278,2;5,2
09/01/2016;9;282,7;5,6
09/01/2016;10;286,2;5,6
09/01/2016;11;280,6;6,025
09/01/2016;12;268,7;6,5
09/01/2016;13;234,1;7,175
09/01/2016;14;185,5;7,65
09/01/2016;15;166,4;7,675
09/01/2016;16;150,3;7,475
09/01/2016;17;145,6;7,025
09/01/2016;18;154,7;6,525
09/01/2016;19;152,5;6,025
09/01/2016;20;152,8;5,65
09/01/2016;21;154,4;5,575
09/01/2016;22;151,3;5,225
09/01/2016;23;141,2;4,5
10/01/2016;0;144,9;3,9
10/01/2016;1;148,3;3,725
10/01/2016;2;145,5;3,375
10/01/2016;3;146,8;3,425
10/01/2016;4;149;3,55
10/01/2016;5;146,6;2,875
10/01/2016;6;149;2,475
10/01/2016;7;100;2,475
10/01/2016;8;100;2,2
10/01/2016;9;100;2,225
10/01/2016;10;100;2,575
10/01/2016;11;100;4,95
10/01/2016;12;100;6,65
10/01/2016;13;100;4,6
10/01/2016;14;100;4,675
10/01/2016;15;100;5,175
10/01/2016;16;100;5,9
10/01/2016;17;100;5,4
10/01/2016;18;100;5,05
10/01/2016;19;145,1;5,35
10/01/2016;20;151;4,65
10/01/2016;21;148,4;4,725
10/01/2016;22;147,3;5,25
10/01/2016;23;144,4;4,925
11/01/2016;0;137,9;4,725
11/01/2016;1;138,2;4,825
11/01/2016;2;138,2;4,5
11/01/2016;3;135,7;4,7
11/01/2016;4;140;4,9
11/01/2016;5;173,7;5,325
11/01/2016;6;301,1;5,55
11/01/2016;7;382,7;5,825
11/01/2016;8;497,6;6,1
11/01/2016;9;560,1;6,35
11/01/2016;10;624,2;6,9
11/01/2016;11;607,7;7,55
11/01/2016;12;624,5;7,075
11/01/2016;13;653,1;7,45
11/01/2016;14;628;8,3
11/01/2016;15;578,3;9,325
11/01/2016;16;525,2;8,725
11/01/2016;17;509,6;7,825
11/01/2016;18;468,9;7,625
11/01/2016;19;321,5;9,775
11/01/2016;20;233,6;10,075
11/01/2016;21;187,9;10,3
11/01/2016;22;155,8;11,025
11/01/2016;23;139;11,1
12/01/2016;0;137,5;10,625
12/01/2016;1;135,2;9,975
12/01/2016;2;134;10,1
12/01/2016;3;135,1;10,325
12/01/2016;4;137,7;9,975
12/01/2016;5;146,5;10,2
12/01/2016;6;278,2;10,575
12/01/2016;7;394,2;10,525
12/01/2016;8;497,1;10,275
12/01/2016;9;546,1;11,075
12/01/2016;10;570,3;12,55
12/01/2016;11;574,9;13,5
12/01/2016;12;597,6;13,875
12/01/2016;13;625,7;14,15
12/01/2016;14;588,8;14,15
12/01/2016;15;551,9;13,85
12/01/2016;16;506,5;13,55
12/01/2016;17;501,2;12,175
12/01/2016;18;450,6;11,275
12/01/2016;19;311,5;11,075
12/01/2016;20;228,4;11,2
12/01/2016;21;191,5;10,325
12/01/2016;22;161,6;10,075
12/01/2016;23;147,4;10,125
13/01/2016;0;141,7;9,75
13/01/2016;1;140,4;10,1
13/01/2016;2;140,7;10,05
13/01/2016;3;136,1;9,525
13/01/2016;4;140;9,425
13/01/2016;5;161,9;8,825
13/01/2016;6;290,5;8,625
13/01/2016;7;391,8;8,775
13/01/2016;8;536,5;8,6
13/01/2016;9;575,8;9,15
13/01/2016;10;572;10
13/01/2016;11;601;10,75
13/01/2016;12;623,5;11
13/01/2016;13;645,3;11,475
13/01/2016;14;631,3;12,025
13/01/2016;15;555,8;12,125
13/01/2016;16;501,8;11,9
13/01/2016;17;489,7;10,75
13/01/2016;18;442,2;10,025
13/01/2016;19;309,1;9,275
13/01/2016;20;225,7;8,425
13/01/2016;21;181,3;7,05
13/01/2016;22;157,8;6,375
13/01/2016;23;141,6;5,425
14/01/2016;0;137,2;5,2
14/01/2016;1;135,4;4,525
14/01/2016;2;135,5;4,175
14/01/2016;3;135,4;4,175
14/01/2016;4;141,5;4
14/01/2016;5;153,2;3,85
14/01/2016;6;305,9;2,825
14/01/2016;7;392,4;2,225
14/01/2016;8;500,5;3,6
14/01/2016;9;614,9;3,55
14/01/2016;10;604,2;4
14/01/2016;11;617,9;5,025
14/01/2016;12;640,3;6,075
14/01/2016;13;658,5;7,225
14/01/2016;14;633,6;7,5
14/01/2016;15;565,8;7,75
14/01/2016;16;497,5;7,4
14/01/2016;17;491,2;6,35
14/01/2016;18;444,8;5,7
14/01/2016;19;322,3;5,575
14/01/2016;20;231,1;5,425
14/01/2016;21;180,3;5
14/01/2016;22;155,4;4,45
14/01/2016;23;138,7;3,275
15/01/2016;0;133,1;2,725
15/01/2016;1;128,7;2,375
15/01/2016;2;128;1,65
15/01/2016;3;126,3;0,75
