"date_time","energy_h","date","time"
"2018-01-21 04:00:00",113.43959166993,2018-01-21,"04:00:00"
"2018-01-21 05:00:00",113.299215655013,2018-01-21,"05:00:00"
"2018-01-21 06:00:00",113.905017644432,2018-01-21,"06:00:00"
"2018-01-21 07:00:00",114.610235667,2018-01-21,"07:00:00"
"2018-01-21 08:00:00",118.360287399672,2018-01-21,"08:00:00"
"2018-01-21 09:00:00",120.639083842162,2018-01-21,"09:00:00"
"2018-01-21 10:00:00",122.195276268632,2018-01-21,"10:00:00"
"2018-01-21 11:00:00",122.257303696771,2018-01-21,"11:00:00"
"2018-01-21 12:00:00",121.645955704338,2018-01-21,"12:00:00"
"2018-01-21 13:00:00",124.632973989478,2018-01-21,"13:00:00"
"2018-01-21 14:00:00",123.743773195096,2018-01-21,"14:00:00"
"2018-01-21 15:00:00",128.801537142446,2018-01-21,"15:00:00"
"2018-01-21 16:00:00",119.927401861118,2018-01-21,"16:00:00"
"2018-01-21 17:00:00",123.340405929859,2018-01-21,"17:00:00"
"2018-01-21 18:00:00",127.359385629866,2018-01-21,"18:00:00"
"2018-01-21 19:00:00",120.338422821871,2018-01-21,"19:00:00"
"2018-01-21 20:00:00",121.300240507426,2018-01-21,"20:00:00"
"2018-01-21 21:00:00",119.833803450614,2018-01-21,"21:00:00"
"2018-01-21 22:00:00",119.00727899865,2018-01-21,"22:00:00"
"2018-01-21 23:00:00",118.626295070167,2018-01-21,"23:00:00"
"2018-01-22 00:00:00",117.651630485489,2018-01-22,"00:00:00"
"2018-01-22 01:00:00",118.205210506531,2018-01-22,"01:00:00"
"2018-01-22 02:00:00",117.686921384712,2018-01-22,"02:00:00"
"2018-01-22 03:00:00",117.474065041013,2018-01-22,"03:00:00"
"2018-01-22 04:00:00",117.466987758438,2018-01-22,"04:00:00"
"2018-01-22 05:00:00",117.647927379338,2018-01-22,"05:00:00"
"2018-01-22 06:00:00",128.172368739165,2018-01-22,"06:00:00"
"2018-01-22 07:00:00",130.734499252373,2018-01-22,"07:00:00"
"2018-01-22 08:00:00",143.198379045716,2018-01-22,"08:00:00"
"2018-01-22 09:00:00",144.844117022364,2018-01-22,"09:00:00"
"2018-01-22 10:00:00",163.536182410412,2018-01-22,"10:00:00"
"2018-01-22 11:00:00",246.935553319314,2018-01-22,"11:00:00"
"2018-01-22 12:00:00",230.407858829982,2018-01-22,"12:00:00"
"2018-01-22 13:00:00",229.927492464363,2018-01-22,"13:00:00"
"2018-01-22 14:00:00",227.618675339874,2018-01-22,"14:00:00"
"2018-01-22 15:00:00",226.988603956441,2018-01-22,"15:00:00"
"2018-01-22 16:00:00",217.702667108795,2018-01-22,"16:00:00"
"2018-01-22 17:00:00",213.411114439255,2018-01-22,"17:00:00"
"2018-01-22 18:00:00",192.222678298914,2018-01-22,"18:00:00"
"2018-01-22 19:00:00",130.752847088858,2018-01-22,"19:00:00"
"2018-01-22 20:00:00",141.179242450116,2018-01-22,"20:00:00"
"2018-01-22 21:00:00",124.421488575829,2018-01-22,"21:00:00"
"2018-01-22 22:00:00",122.220397410466,2018-01-22,"22:00:00"
"2018-01-22 23:00:00",124.966649572766,2018-01-22,"23:00:00"
"2018-01-23 00:00:00",123.589909553028,2018-01-23,"00:00:00"
"2018-01-23 01:00:00",122.260435299191,2018-01-23,"01:00:00"
"2018-01-23 02:00:00",119.834468461129,2018-01-23,"02:00:00"
"2018-01-23 03:00:00",119.230063853063,2018-01-23,"03:00:00"
"2018-01-23 04:00:00",119.080994803315,2018-01-23,"04:00:00"
"2018-01-23 05:00:00",119.602957934852,2018-01-23,"05:00:00"
"2018-01-23 06:00:00",122.524950357293,2018-01-23,"06:00:00"
"2018-01-23 07:00:00",136.445878560516,2018-01-23,"07:00:00"
"2018-01-23 08:00:00",137.932188312661,2018-01-23,"08:00:00"
"2018-01-23 09:00:00",138.648558105959,2018-01-23,"09:00:00"
"2018-01-23 10:00:00",141.72339464899,2018-01-23,"10:00:00"
"2018-01-23 11:00:00",155.79954840612,2018-01-23,"11:00:00"
"2018-01-23 12:00:00",162.841798511139,2018-01-23,"12:00:00"
"2018-01-23 13:00:00",159.888114249601,2018-01-23,"13:00:00"
"2018-01-23 14:00:00",217.038274674421,2018-01-23,"14:00:00"
"2018-01-23 15:00:00",227.59804139955,2018-01-23,"15:00:00"
"2018-01-23 16:00:00",205.625687088872,2018-01-23,"16:00:00"
"2018-01-23 17:00:00",187.636602397278,2018-01-23,"17:00:00"
"2018-01-23 18:00:00",130.0471662066,2018-01-23,"18:00:00"
"2018-01-23 19:00:00",137.217940513985,2018-01-23,"19:00:00"
"2018-01-23 20:00:00",136.222597164664,2018-01-23,"20:00:00"
"2018-01-23 21:00:00",124.255075781677,2018-01-23,"21:00:00"
"2018-01-23 22:00:00",124.924061861033,2018-01-23,"22:00:00"
"2018-01-23 23:00:00",121.755419780779,2018-01-23,"23:00:00"
"2018-01-24 00:00:00",121.721312159778,2018-01-24,"00:00:00"
"2018-01-24 01:00:00",121.79408990853,2018-01-24,"01:00:00"
"2018-01-24 02:00:00",120.07825801231,2018-01-24,"02:00:00"
"2018-01-24 03:00:00",118.670878677162,2018-01-24,"03:00:00"
"2018-01-24 04:00:00",117.566029662839,2018-01-24,"04:00:00"
"2018-01-24 05:00:00",117.736804394277,2018-01-24,"05:00:00"
"2018-01-24 06:00:00",120.150678544636,2018-01-24,"06:00:00"
"2018-01-24 07:00:00",132.782914010472,2018-01-24,"07:00:00"
"2018-01-24 08:00:00",131.250817733097,2018-01-24,"08:00:00"
"2018-01-24 09:00:00",126.592955327014,2018-01-24,"09:00:00"
"2018-01-24 10:00:00",133.160055895193,2018-01-24,"10:00:00"
"2018-01-24 11:00:00",135.343877532221,2018-01-24,"11:00:00"
"2018-01-24 12:00:00",140.149372885549,2018-01-24,"12:00:00"
"2018-01-24 13:00:00",139.363768452611,2018-01-24,"13:00:00"
"2018-01-24 14:00:00",141.480844368326,2018-01-24,"14:00:00"
"2018-01-24 15:00:00",146.940010458709,2018-01-24,"15:00:00"
"2018-01-24 16:00:00",151.817566952769,2018-01-24,"16:00:00"
"2018-01-24 17:00:00",145.681840616071,2018-01-24,"17:00:00"
"2018-01-24 18:00:00",133.97736785701,2018-01-24,"18:00:00"
"2018-01-24 19:00:00",131.001501644266,2018-01-24,"19:00:00"
"2018-01-24 20:00:00",136.936681428876,2018-01-24,"20:00:00"
"2018-01-24 21:00:00",120.986825358097,2018-01-24,"21:00:00"
"2018-01-24 22:00:00",117.93615643666,2018-01-24,"22:00:00"
"2018-01-24 23:00:00",117.193625168305,2018-01-24,"23:00:00"
"2018-01-25 00:00:00",116.053570721362,2018-01-25,"00:00:00"
"2018-01-25 01:00:00",117.18401059613,2018-01-25,"01:00:00"
"2018-01-25 02:00:00",117.221095938384,2018-01-25,"02:00:00"
"2018-01-25 03:00:00",116.715862484102,2018-01-25,"03:00:00"
"2018-01-25 04:00:00",116.363990713172,2018-01-25,"04:00:00"
"2018-01-25 05:00:00",116.726936771251,2018-01-25,"05:00:00"
"2018-01-25 06:00:00",118.534537381359,2018-01-25,"06:00:00"
"2018-01-25 07:00:00",129.18486608528,2018-01-25,"07:00:00"
"2018-01-25 08:00:00",125.10897584254,2018-01-25,"08:00:00"
"2018-01-25 09:00:00",123.364544909107,2018-01-25,"09:00:00"
"2018-01-25 10:00:00",126.145940005283,2018-01-25,"10:00:00"
"2018-01-25 11:00:00",127.903154027643,2018-01-25,"11:00:00"
"2018-01-25 12:00:00",131.536608917072,2018-01-25,"12:00:00"
"2018-01-25 13:00:00",133.421132779326,2018-01-25,"13:00:00"
"2018-01-25 14:00:00",135.21478165465,2018-01-25,"14:00:00"
"2018-01-25 15:00:00",140.254145148699,2018-01-25,"15:00:00"
"2018-01-25 16:00:00",146.861683023447,2018-01-25,"16:00:00"
"2018-01-25 17:00:00",152.242499679213,2018-01-25,"17:00:00"
"2018-01-25 18:00:00",139.054815596747,2018-01-25,"18:00:00"
"2018-01-25 19:00:00",129.915449643205,2018-01-25,"19:00:00"
"2018-01-25 20:00:00",135.776107061648,2018-01-25,"20:00:00"
"2018-01-25 21:00:00",124.324998802971,2018-01-25,"21:00:00"
"2018-01-25 22:00:00",123.180012766284,2018-01-25,"22:00:00"
"2018-01-25 23:00:00",122.418590133219,2018-01-25,"23:00:00"
"2018-01-26 00:00:00",120.742013081432,2018-01-26,"00:00:00"
"2018-01-26 01:00:00",119.939010420123,2018-01-26,"01:00:00"
"2018-01-26 02:00:00",118.29451742976,2018-01-26,"02:00:00"
"2018-01-26 03:00:00",117.085074531869,2018-01-26,"03:00:00"
"2018-01-26 04:00:00",117.016462028136,2018-01-26,"04:00:00"
"2018-01-26 05:00:00",116.982170676959,2018-01-26,"05:00:00"
"2018-01-26 06:00:00",120.517223097617,2018-01-26,"06:00:00"
"2018-01-26 07:00:00",129.368126923884,2018-01-26,"07:00:00"
"2018-01-26 08:00:00",128.806964952911,2018-01-26,"08:00:00"
"2018-01-26 09:00:00",132.193505773116,2018-01-26,"09:00:00"
"2018-01-26 10:00:00",135.649467287548,2018-01-26,"10:00:00"
"2018-01-26 11:00:00",137.891156474166,2018-01-26,"11:00:00"
"2018-01-26 12:00:00",138.068349949184,2018-01-26,"12:00:00"
"2018-01-26 13:00:00",135.710518634043,2018-01-26,"13:00:00"
"2018-01-26 14:00:00",137.549739867958,2018-01-26,"14:00:00"
"2018-01-26 15:00:00",140.911409642919,2018-01-26,"15:00:00"
"2018-01-26 16:00:00",139.654897623762,2018-01-26,"16:00:00"
"2018-01-26 17:00:00",137.302420868349,2018-01-26,"17:00:00"
"2018-01-26 18:00:00",136.479943551417,2018-01-26,"18:00:00"
"2018-01-26 19:00:00",134.713880787188,2018-01-26,"19:00:00"
"2018-01-26 20:00:00",134.660871871919,2018-01-26,"20:00:00"
"2018-01-26 21:00:00",120.227092779093,2018-01-26,"21:00:00"
"2018-01-26 22:00:00",121.04762238151,2018-01-26,"22:00:00"
"2018-01-26 23:00:00",126.202674845318,2018-01-26,"23:00:00"
"2018-01-27 00:00:00",118.940907939558,2018-01-27,"00:00:00"
"2018-01-27 01:00:00",119.037969673408,2018-01-27,"01:00:00"
"2018-01-27 02:00:00",118.147038766961,2018-01-27,"02:00:00"
"2018-01-27 03:00:00",118.069084533223,2018-01-27,"03:00:00"
"2018-01-27 04:00:00",117.742840692666,2018-01-27,"04:00:00"
"2018-01-27 05:00:00",117.261163590381,2018-01-27,"05:00:00"
"2018-01-27 06:00:00",116.529937475382,2018-01-27,"06:00:00"
"2018-01-27 07:00:00",117.014420216208,2018-01-27,"07:00:00"
"2018-01-27 08:00:00",121.732557786589,2018-01-27,"08:00:00"
"2018-01-27 09:00:00",121.70593343914,2018-01-27,"09:00:00"
"2018-01-27 10:00:00",122.589999359325,2018-01-27,"10:00:00"
"2018-01-27 11:00:00",122.189406003767,2018-01-27,"11:00:00"
"2018-01-27 12:00:00",121.882814887225,2018-01-27,"12:00:00"
"2018-01-27 13:00:00",120.831128294638,2018-01-27,"13:00:00"
"2018-01-27 14:00:00",119.955297366717,2018-01-27,"14:00:00"
"2018-01-27 15:00:00",119.397433034863,2018-01-27,"15:00:00"
"2018-01-27 16:00:00",119.26092457826,2018-01-27,"16:00:00"
"2018-01-27 17:00:00",119.110825213759,2018-01-27,"17:00:00"
"2018-01-27 18:00:00",119.600269812494,2018-01-27,"18:00:00"
"2018-01-27 19:00:00",118.327317489522,2018-01-27,"19:00:00"
"2018-01-27 20:00:00",118.323312768662,2018-01-27,"20:00:00"
"2018-01-27 21:00:00",118.424158086673,2018-01-27,"21:00:00"
"2018-01-27 22:00:00",119.412745811419,2018-01-27,"22:00:00"
"2018-01-27 23:00:00",119.219077963436,2018-01-27,"23:00:00"
"2018-01-28 00:00:00",118.776177441899,2018-01-28,"00:00:00"
"2018-01-28 01:00:00",118.789602525851,2018-01-28,"01:00:00"
"2018-01-28 02:00:00",118.123900739298,2018-01-28,"02:00:00"
"2018-01-28 03:00:00",118.107365032969,2018-01-28,"03:00:00"
"2018-01-28 04:00:00",117.88122913829,2018-01-28,"04:00:00"
"2018-01-28 05:00:00",116.992023895135,2018-01-28,"05:00:00"
"2018-01-28 06:00:00",117.72556438162,2018-01-28,"06:00:00"
"2018-01-28 07:00:00",118.329384771547,2018-01-28,"07:00:00"
"2018-01-28 08:00:00",120.197529911031,2018-01-28,"08:00:00"
"2018-01-28 09:00:00",121.059689786466,2018-01-28,"09:00:00"
"2018-01-28 10:00:00",121.732119720629,2018-01-28,"10:00:00"
"2018-01-28 11:00:00",121.779040686021,2018-01-28,"11:00:00"
"2018-01-28 12:00:00",123.834886624801,2018-01-28,"12:00:00"
"2018-01-28 13:00:00",123.885808491015,2018-01-28,"13:00:00"
"2018-01-28 14:00:00",123.885551354505,2018-01-28,"14:00:00"
"2018-01-28 15:00:00",124.087533856676,2018-01-28,"15:00:00"
"2018-01-28 16:00:00",121.974612684845,2018-01-28,"16:00:00"
"2018-01-28 17:00:00",119.428895344607,2018-01-28,"17:00:00"
"2018-01-28 18:00:00",118.129311843844,2018-01-28,"18:00:00"
"2018-01-28 19:00:00",117.666431945347,2018-01-28,"19:00:00"
"2018-01-28 20:00:00",116.161438745893,2018-01-28,"20:00:00"
"2018-01-28 21:00:00",116.309653243919,2018-01-28,"21:00:00"
"2018-01-28 22:00:00",116.316610250866,2018-01-28,"22:00:00"
"2018-01-28 23:00:00",116.908294443397,2018-01-28,"23:00:00"
"2018-01-29 00:00:00",115.561331074133,2018-01-29,"00:00:00"
"2018-01-29 01:00:00",115.893338840872,2018-01-29,"01:00:00"
"2018-01-29 02:00:00",116.606751111806,2018-01-29,"02:00:00"
"2018-01-29 03:00:00",117.202374874972,2018-01-29,"03:00:00"
"2018-01-29 04:00:00",117.631949744687,2018-01-29,"04:00:00"
"2018-01-29 05:00:00",116.066575464584,2018-01-29,"05:00:00"
"2018-01-29 06:00:00",118.483578057814,2018-01-29,"06:00:00"
"2018-01-29 07:00:00",118.306592281091,2018-01-29,"07:00:00"
"2018-01-29 08:00:00",121.315530611437,2018-01-29,"08:00:00"
"2018-01-29 09:00:00",120.521751278006,2018-01-29,"09:00:00"
"2018-01-29 10:00:00",120.902638092421,2018-01-29,"10:00:00"
"2018-01-29 11:00:00",121.679383044198,2018-01-29,"11:00:00"
"2018-01-29 12:00:00",121.889826403543,2018-01-29,"12:00:00"
"2018-01-29 13:00:00",121.379521707435,2018-01-29,"13:00:00"
"2018-01-29 14:00:00",121.079231862745,2018-01-29,"14:00:00"
"2018-01-29 15:00:00",121.096839097686,2018-01-29,"15:00:00"
"2018-01-29 16:00:00",121.503493532661,2018-01-29,"16:00:00"
"2018-01-29 17:00:00",121.446994801462,2018-01-29,"17:00:00"
"2018-01-29 18:00:00",121.154455166201,2018-01-29,"18:00:00"
"2018-01-29 19:00:00",120.430640360064,2018-01-29,"19:00:00"
"2018-01-29 20:00:00",120.085078980811,2018-01-29,"20:00:00"
"2018-01-29 21:00:00",119.326281536327,2018-01-29,"21:00:00"
"2018-01-29 22:00:00",117.086147206811,2018-01-29,"22:00:00"
"2018-01-29 23:00:00",117.667863741971,2018-01-29,"23:00:00"
"2018-01-30 00:00:00",116.30432484018,2018-01-30,"00:00:00"
"2018-01-30 01:00:00",116.318712179968,2018-01-30,"01:00:00"
"2018-01-30 02:00:00",115.944675538451,2018-01-30,"02:00:00"
"2018-01-30 03:00:00",115.926514337658,2018-01-30,"03:00:00"
"2018-01-30 04:00:00",81.5187255103493,2018-01-30,"04:00:00"
"2018-01-30 05:00:00",105.696057387685,2018-01-30,"05:00:00"
"2018-01-30 06:00:00",118.272858645944,2018-01-30,"06:00:00"
"2018-01-30 07:00:00",118.47887840757,2018-01-30,"07:00:00"
"2018-01-30 08:00:00",120.15324002146,2018-01-30,"08:00:00"
"2018-01-30 09:00:00",118.400959255943,2018-01-30,"09:00:00"
"2018-01-30 10:00:00",118.522945267887,2018-01-30,"10:00:00"
"2018-01-30 11:00:00",118.903116598383,2018-01-30,"11:00:00"
"2018-01-30 12:00:00",118.84823548024,2018-01-30,"12:00:00"
"2018-01-30 13:00:00",119.469418629025,2018-01-30,"13:00:00"
"2018-01-30 14:00:00",119.078110719038,2018-01-30,"14:00:00"
"2018-01-30 15:00:00",119.295412421653,2018-01-30,"15:00:00"
"2018-01-30 16:00:00",119.413640878408,2018-01-30,"16:00:00"
"2018-01-30 17:00:00",119.45671157886,2018-01-30,"17:00:00"
"2018-01-30 18:00:00",120.318402462856,2018-01-30,"18:00:00"
"2018-01-30 19:00:00",120.857701235108,2018-01-30,"19:00:00"
"2018-01-30 20:00:00",119.722730185523,2018-01-30,"20:00:00"
"2018-01-30 21:00:00",117.818906001735,2018-01-30,"21:00:00"
"2018-01-30 22:00:00",117.399549432155,2018-01-30,"22:00:00"
"2018-01-30 23:00:00",116.487492508595,2018-01-30,"23:00:00"
"2018-01-31 00:00:00",116.16355761272,2018-01-31,"00:00:00"
"2018-01-31 01:00:00",116.880097002371,2018-01-31,"01:00:00"
"2018-01-31 02:00:00",117.922714284791,2018-01-31,"02:00:00"
"2018-01-31 03:00:00",117.85472283732,2018-01-31,"03:00:00"
"2018-01-31 04:00:00",115.885190728277,2018-01-31,"04:00:00"
"2018-01-31 05:00:00",115.297641785687,2018-01-31,"05:00:00"
"2018-01-31 06:00:00",117.046523368296,2018-01-31,"06:00:00"
"2018-01-31 07:00:00",117.847591321636,2018-01-31,"07:00:00"
"2018-01-31 08:00:00",120.199048523816,2018-01-31,"08:00:00"
"2018-01-31 09:00:00",119.056960622667,2018-01-31,"09:00:00"
"2018-01-31 10:00:00",118.430459171175,2018-01-31,"10:00:00"
"2018-01-31 11:00:00",118.734872002309,2018-01-31,"11:00:00"
"2018-01-31 12:00:00",119.029392398749,2018-01-31,"12:00:00"
"2018-01-31 13:00:00",119.344387770488,2018-01-31,"13:00:00"
"2018-01-31 14:00:00",118.919811622209,2018-01-31,"14:00:00"
"2018-01-31 15:00:00",119.257945885327,2018-01-31,"15:00:00"
"2018-01-31 16:00:00",120.011022437008,2018-01-31,"16:00:00"
"2018-01-31 17:00:00",119.940140509952,2018-01-31,"17:00:00"
"2018-01-31 18:00:00",119.802068860751,2018-01-31,"18:00:00"
"2018-01-31 19:00:00",119.125932413204,2018-01-31,"19:00:00"
"2018-01-31 20:00:00",119.112473215646,2018-01-31,"20:00:00"
"2018-01-31 21:00:00",117.505789815633,2018-01-31,"21:00:00"
"2018-01-31 22:00:00",117.720678378297,2018-01-31,"22:00:00"
"2018-01-31 23:00:00",116.459411189741,2018-01-31,"23:00:00"
"2018-02-01 00:00:00",116.728474538208,2018-02-01,"00:00:00"
"2018-02-01 01:00:00",116.734914128462,2018-02-01,"01:00:00"
"2018-02-01 02:00:00",116.069284547931,2018-02-01,"02:00:00"
"2018-02-01 03:00:00",115.962103965128,2018-02-01,"03:00:00"
"2018-02-01 04:00:00",115.544670960946,2018-02-01,"04:00:00"
"2018-02-01 05:00:00",115.697195427229,2018-02-01,"05:00:00"
"2018-02-01 06:00:00",117.333575911055,2018-02-01,"06:00:00"
"2018-02-01 07:00:00",116.971433451804,2018-02-01,"07:00:00"
"2018-02-01 08:00:00",119.374733844789,2018-02-01,"08:00:00"
"2018-02-01 09:00:00",118.050448860205,2018-02-01,"09:00:00"
"2018-02-01 10:00:00",119.126843668517,2018-02-01,"10:00:00"
"2018-02-01 11:00:00",119.606563136254,2018-02-01,"11:00:00"
"2018-02-01 12:00:00",119.905323908304,2018-02-01,"12:00:00"
"2018-02-01 13:00:00",120.19735980661,2018-02-01,"13:00:00"
"2018-02-01 14:00:00",119.178147509958,2018-02-01,"14:00:00"
"2018-02-01 15:00:00",119.283004871363,2018-02-01,"15:00:00"
"2018-02-01 16:00:00",119.349477960083,2018-02-01,"16:00:00"
"2018-02-01 17:00:00",119.5339566319,2018-02-01,"17:00:00"
"2018-02-01 18:00:00",119.562375431906,2018-02-01,"18:00:00"
"2018-02-01 19:00:00",119.425959192863,2018-02-01,"19:00:00"
"2018-02-01 20:00:00",119.333190276791,2018-02-01,"20:00:00"
"2018-02-01 21:00:00",117.226793675977,2018-02-01,"21:00:00"
"2018-02-01 22:00:00",116.350011317247,2018-02-01,"22:00:00"
"2018-02-01 23:00:00",115.93966374696,2018-02-01,"23:00:00"
"2018-02-02 00:00:00",115.313132468687,2018-02-02,"00:00:00"
"2018-02-02 01:00:00",115.536380141509,2018-02-02,"01:00:00"
"2018-02-02 02:00:00",115.082500313005,2018-02-02,"02:00:00"
"2018-02-02 03:00:00",114.8150659742,2018-02-02,"03:00:00"
"2018-02-02 04:00:00",114.004310226525,2018-02-02,"04:00:00"
"2018-02-02 05:00:00",113.400879537638,2018-02-02,"05:00:00"
"2018-02-02 06:00:00",115.294136537184,2018-02-02,"06:00:00"
"2018-02-02 07:00:00",116.635882604531,2018-02-02,"07:00:00"
"2018-02-02 08:00:00",119.583865587875,2018-02-02,"08:00:00"
"2018-02-02 09:00:00",119.076999691295,2018-02-02,"09:00:00"
"2018-02-02 10:00:00",118.654713479595,2018-02-02,"10:00:00"
"2018-02-02 11:00:00",118.349687127486,2018-02-02,"11:00:00"
"2018-02-02 12:00:00",118.934693144095,2018-02-02,"12:00:00"
"2018-02-02 13:00:00",119.600753194966,2018-02-02,"13:00:00"
"2018-02-02 14:00:00",119.407847417583,2018-02-02,"14:00:00"
"2018-02-02 15:00:00",119.162522960504,2018-02-02,"15:00:00"
"2018-02-02 16:00:00",119.880303922857,2018-02-02,"16:00:00"
"2018-02-02 17:00:00",119.722949905983,2018-02-02,"17:00:00"
"2018-02-02 18:00:00",118.957977298534,2018-02-02,"18:00:00"
"2018-02-02 19:00:00",119.295194387344,2018-02-02,"19:00:00"
"2018-02-02 20:00:00",118.782739368634,2018-02-02,"20:00:00"
"2018-02-02 21:00:00",117.290715630239,2018-02-02,"21:00:00"
"2018-02-02 22:00:00",116.5736750535,2018-02-02,"22:00:00"
"2018-02-02 23:00:00",120.473989964575,2018-02-02,"23:00:00"
"2018-02-03 00:00:00",112.468346940186,2018-02-03,"00:00:00"
"2018-02-03 01:00:00",111.461058531916,2018-02-03,"01:00:00"
"2018-02-03 02:00:00",111.34428201034,2018-02-03,"02:00:00"
"2018-02-03 03:00:00",111.231313374463,2018-02-03,"03:00:00"
"2018-02-03 04:00:00",110.747444408647,2018-02-03,"04:00:00"
"2018-02-03 05:00:00",110.173637813219,2018-02-03,"05:00:00"
"2018-02-03 06:00:00",109.604845521044,2018-02-03,"06:00:00"
"2018-02-03 07:00:00",110.03634015517,2018-02-03,"07:00:00"
"2018-02-03 08:00:00",114.139083915888,2018-02-03,"08:00:00"
"2018-02-03 09:00:00",112.613053046038,2018-02-03,"09:00:00"
"2018-02-03 10:00:00",113.092884199875,2018-02-03,"10:00:00"
"2018-02-03 11:00:00",113.395125709311,2018-02-03,"11:00:00"
"2018-02-03 12:00:00",113.940540403771,2018-02-03,"12:00:00"
"2018-02-03 13:00:00",113.943257158949,2018-02-03,"13:00:00"
"2018-02-03 14:00:00",113.373129612641,2018-02-03,"14:00:00"
"2018-02-03 15:00:00",112.046149195868,2018-02-03,"15:00:00"
"2018-02-03 16:00:00",111.437914994887,2018-02-03,"16:00:00"
"2018-02-03 17:00:00",111.939000869047,2018-02-03,"17:00:00"
"2018-02-03 18:00:00",111.988069848507,2018-02-03,"18:00:00"
"2018-02-03 19:00:00",111.804621231058,2018-02-03,"19:00:00"
"2018-02-03 20:00:00",110.712824772353,2018-02-03,"20:00:00"
"2018-02-03 21:00:00",110.589472955498,2018-02-03,"21:00:00"
"2018-02-03 22:00:00",110.357493301238,2018-02-03,"22:00:00"
"2018-02-03 23:00:00",110.543662208115,2018-02-03,"23:00:00"
"2018-02-04 00:00:00",111.883511459857,2018-02-04,"00:00:00"
"2018-02-04 01:00:00",112.188617200803,2018-02-04,"01:00:00"
"2018-02-04 02:00:00",112.634510796779,2018-02-04,"02:00:00"
"2018-02-04 03:00:00",112.587645506139,2018-02-04,"03:00:00"
"2018-02-04 04:00:00",113.131017445569,2018-02-04,"04:00:00"
"2018-02-04 05:00:00",112.717144707328,2018-02-04,"05:00:00"
"2018-02-04 06:00:00",112.970501548584,2018-02-04,"06:00:00"
"2018-02-04 07:00:00",112.906854862518,2018-02-04,"07:00:00"
"2018-02-04 08:00:00",113.120310463176,2018-02-04,"08:00:00"
"2018-02-04 09:00:00",113.502207133071,2018-02-04,"09:00:00"
"2018-02-04 10:00:00",113.768413023213,2018-02-04,"10:00:00"
"2018-02-04 11:00:00",113.686263244536,2018-02-04,"11:00:00"
"2018-02-04 12:00:00",113.49105743907,2018-02-04,"12:00:00"
"2018-02-04 13:00:00",113.572163496343,2018-02-04,"13:00:00"
"2018-02-04 14:00:00",113.192454698469,2018-02-04,"14:00:00"
"2018-02-04 15:00:00",112.842223317929,2018-02-04,"15:00:00"
"2018-02-04 16:00:00",113.127430486992,2018-02-04,"16:00:00"
"2018-02-04 17:00:00",111.955134925206,2018-02-04,"17:00:00"
"2018-02-04 18:00:00",112.303038816574,2018-02-04,"18:00:00"
"2018-02-04 19:00:00",112.274408857058,2018-02-04,"19:00:00"
"2018-02-04 20:00:00",112.646893607321,2018-02-04,"20:00:00"
"2018-02-04 21:00:00",113.125661853828,2018-02-04,"21:00:00"
"2018-02-04 22:00:00",113.369140622844,2018-02-04,"22:00:00"
"2018-02-04 23:00:00",112.92162638128,2018-02-04,"23:00:00"
"2018-02-05 00:00:00",112.481784567072,2018-02-05,"00:00:00"
"2018-02-05 01:00:00",112.707176881659,2018-02-05,"01:00:00"
"2018-02-05 02:00:00",112.760449506571,2018-02-05,"02:00:00"
"2018-02-05 03:00:00",113.007729864415,2018-02-05,"03:00:00"
